datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),10m_wind_gust (m/s),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2024-04-09 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.37,0.94,0.98,162.73,2.43,0.18,0.00
2024-04-10 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.85,0.91,1.21,168.49,3.20,0.25,0.01
2024-04-10 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.13,0.88,1.23,168.04,3.71,0.24,0.00
2024-04-10 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.19,0.81,1.09,153.50,4.08,0.39,0.00
2024-04-10 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.59,0.79,1.22,119.77,4.31,0.62,0.00
2024-04-10 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.82,0.77,1.66,98.74,4.82,0.78,0.00
2024-04-10 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.21,0.75,2.24,86.65,5.62,0.86,0.00
2024-04-10 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.75,0.71,2.88,85.43,6.38,0.86,0.00
2024-04-10 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.67,0.71,3.11,90.73,6.32,0.93,0.00
2024-04-10 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.28,0.73,3.34,92.06,6.44,0.87,0.00
2024-04-10 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.97,0.76,3.47,91.01,6.31,0.78,0.00
2024-04-10 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.02,0.79,3.17,96.61,5.90,0.69,0.00
2024-04-10 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.57,0.83,3.11,100.61,5.25,0.01,0.00
2024-04-10 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.16,0.87,3.19,104.52,4.88,0.00,0.00
2024-04-10 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.99,0.89,3.11,110.95,4.50,0.00,0.00
2024-04-10 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.83,0.92,2.94,119.18,4.33,0.00,0.00
2024-04-10 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.53,0.92,2.85,125.19,4.52,0.07,0.00
2024-04-10 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.62,0.92,3.02,129.15,4.05,0.23,0.00
2024-04-10 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.37,0.93,2.82,133.43,3.79,0.27,0.02
2024-04-10 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.10,0.95,2.32,136.30,3.30,0.32,0.02
2024-04-10 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.32,0.93,1.87,138.90,3.33,0.26,0.00
2024-04-10 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.23,0.93,1.36,142.91,2.65,0.17,0.00
2024-04-10 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.24,0.93,1.01,148.47,2.22,0.20,0.00
2024-04-10 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.43,0.94,0.91,187.99,2.10,0.12,0.00
2024-04-10 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.41,0.93,1.10,185.76,2.27,0.08,0.00
2024-04-11 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.75,0.91,1.12,174.69,2.84,0.11,0.00
2024-04-11 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.24,0.87,1.35,155.70,3.66,0.06,0.00
2024-04-11 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.59,0.81,1.95,147.30,4.49,0.10,0.00
2024-04-11 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.13,0.78,2.37,141.57,5.12,0.18,0.00
2024-04-11 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.44,0.75,2.74,131.14,5.61,0.44,0.00
2024-04-11 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.02,0.72,3.00,118.90,5.87,0.51,0.00
2024-04-11 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.40,0.71,3.42,107.05,6.28,0.53,0.00
2024-04-11 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.25,0.71,3.83,99.31,7.16,0.47,0.00
2024-04-11 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.06,0.73,4.12,94.89,7.37,0.27,0.00
2024-04-11 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.51,0.77,4.11,91.50,7.15,0.06,0.00
2024-04-11 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.23,0.82,3.77,89.08,6.52,0.00,0.00
2024-04-11 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.86,0.85,3.45,92.73,5.64,0.00,0.00
2024-04-11 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.35,0.90,3.24,99.96,5.09,0.00,0.00
2024-04-11 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.38,0.91,3.00,109.06,4.78,0.02,0.00
2024-04-11 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.36,0.92,2.76,122.65,4.46,0.18,0.00
2024-04-11 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.87,0.92,2.43,135.41,4.31,0.53,0.00
2024-04-11 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.91,0.92,2.12,142.63,3.94,0.72,0.02
2024-04-11 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.88,0.92,1.88,147.78,3.70,0.80,0.02
2024-04-11 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.46,0.94,1.71,153.11,3.49,0.72,0.02
2024-04-11 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.29,0.95,1.68,159.63,3.16,0.68,0.02
2024-04-11 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.09,0.94,1.85,166.15,3.38,0.86,0.02
2024-04-11 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.16,0.94,1.89,169.16,3.40,0.93,0.00
2024-04-11 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.36,0.96,1.87,179.79,3.43,0.82,0.00
2024-04-11 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.42,0.95,1.90,176.01,3.61,0.92,0.00
2024-04-12 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.23,0.92,2.07,173.13,4.41,0.79,0.01
2024-04-12 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.70,0.88,2.53,162.89,5.42,0.85,0.02
2024-04-12 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.11,0.81,3.02,152.63,6.23,0.42,0.01
2024-04-12 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.52,0.77,3.21,140.84,6.55,0.36,0.01
2024-04-12 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.65,0.77,3.52,126.36,6.80,0.30,0.00
2024-04-12 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.23,0.75,3.73,113.52,7.15,0.12,0.00
2024-04-12 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.39,0.76,4.18,103.25,7.64,0.15,0.00
2024-04-12 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.18,0.78,4.59,96.87,8.11,0.36,0.00
2024-04-12 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.68,0.81,4.86,96.45,8.38,0.58,0.00
2024-04-12 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.27,0.84,4.74,98.64,8.11,0.66,0.00
2024-04-12 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.40,0.89,4.32,102.89,7.38,0.77,0.00
2024-04-12 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.01,0.91,3.81,109.99,6.33,0.83,0.00
2024-04-12 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.62,0.94,3.39,118.18,5.57,0.81,0.00
2024-04-12 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.67,0.94,3.13,127.42,4.99,0.80,0.00
2024-04-12 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.55,0.95,2.88,132.06,4.65,0.37,0.00
2024-04-12 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.25,0.94,2.60,136.43,4.37,0.29,0.00
2024-04-12 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.28,0.95,2.34,140.75,4.16,0.31,0.00
2024-04-12 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.12,0.95,2.38,141.33,4.09,0.43,0.02
2024-04-12 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.74,0.95,2.56,142.28,4.30,0.45,0.00
2024-04-12 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.77,0.95,2.86,146.18,4.66,0.46,0.02
2024-04-12 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.64,0.95,3.01,151.29,4.71,0.59,0.02
2024-04-12 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.49,0.95,3.03,151.45,4.86,0.45,0.00
2024-04-12 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.79,0.95,3.05,152.34,5.05,0.82,0.01
2024-04-12 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.76,0.95,3.10,148.91,5.28,0.90,0.02
2024-04-13 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.41,0.92,3.38,143.72,6.03,0.65,0.01
2024-04-13 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.47,0.90,3.61,142.88,6.51,0.62,0.00
2024-04-13 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.79,0.82,3.80,141.91,6.77,0.34,0.00
2024-04-13 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.24,0.78,3.86,136.85,6.79,0.43,0.00
2024-04-13 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.47,0.77,3.96,129.10,7.30,0.54,0.00
2024-04-13 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.13,0.74,4.17,121.74,7.89,0.11,0.00
2024-04-13 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.43,0.74,4.47,116.99,8.29,0.01,0.00
2024-04-13 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.40,0.75,4.82,114.16,8.33,0.01,0.00
2024-04-13 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.30,0.76,5.10,113.34,8.64,0.00,0.00
2024-04-13 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.98,0.77,5.05,114.56,8.62,0.00,0.00
2024-04-13 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.60,0.84,4.84,118.50,7.89,0.00,0.00
2024-04-13 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.41,0.86,4.32,125.67,6.61,0.00,0.00
2024-04-13 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.01,0.88,3.79,132.11,5.78,0.00,0.00
2024-04-13 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.80,0.90,3.58,137.45,5.30,0.00,0.00
2024-04-13 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.68,0.91,3.44,142.14,5.05,0.00,0.00
2024-04-13 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.22,0.91,3.23,146.27,4.83,0.00,0.00
2024-04-13 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.18,0.92,3.02,149.90,4.77,0.00,0.00
2024-04-13 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.89,0.93,3.00,150.76,4.88,0.00,0.00
2024-04-13 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.44,0.94,3.05,152.04,5.06,0.00,0.00
2024-04-13 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.51,0.94,3.05,152.14,5.06,0.00,0.00
2024-04-13 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.40,0.94,3.08,150.92,5.09,0.01,0.00
2024-04-13 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.35,0.94,3.10,149.52,5.18,0.01,0.00
2024-04-13 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.76,0.95,3.20,149.92,5.20,0.74,0.00
2024-04-13 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.81,0.95,3.45,152.82,5.26,0.53,0.00
2024-04-14 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.69,0.91,3.53,153.98,5.70,0.45,0.00
2024-04-14 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.12,0.88,3.64,152.17,6.10,0.38,0.00
2024-04-14 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.63,0.81,3.60,143.61,6.67,0.16,0.00
2024-04-14 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.32,0.77,3.75,133.97,7.00,0.30,0.00
2024-04-14 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.00,0.73,3.94,124.67,7.21,0.24,0.00
2024-04-14 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.68,0.70,4.40,114.91,7.80,0.15,0.00
2024-04-14 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,31.09,0.67,4.99,110.42,8.54,0.12,0.00
2024-04-14 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,31.02,0.68,5.34,110.06,9.20,0.16,0.00
2024-04-14 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.59,0.69,5.37,112.17,9.19,0.14,0.00
2024-04-14 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.22,0.71,5.02,115.12,8.38,0.15,0.00
2024-04-14 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.50,0.80,4.28,122.20,6.92,0.14,0.00
2024-04-14 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.07,0.82,3.72,126.47,5.54,0.15,0.00
2024-04-14 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.46,0.86,3.48,131.09,5.11,0.04,0.00
2024-04-14 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.03,0.89,3.10,132.49,4.64,0.07,0.00
2024-04-14 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.74,0.89,2.88,135.84,4.27,0.33,0.00
2024-04-14 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.43,0.90,2.74,138.30,4.19,0.26,0.00
2024-04-14 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.27,0.91,2.70,137.38,4.14,0.01,0.00
2024-04-14 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.90,0.92,2.87,138.04,4.36,0.03,0.00
2024-04-14 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.53,0.94,3.23,141.63,4.69,0.10,0.00
2024-04-14 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.50,0.94,3.40,143.90,5.08,0.12,0.00
2024-04-14 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.32,0.95,3.45,145.83,5.24,0.09,0.00
2024-04-14 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.19,0.95,3.54,146.70,5.31,0.18,0.00
2024-04-14 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.68,0.96,3.58,145.87,5.47,0.73,0.00
2024-04-14 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.76,0.96,3.79,145.15,5.70,0.70,0.00
2024-04-15 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.47,0.92,4.08,145.09,6.53,0.52,0.00
2024-04-15 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.84,0.89,4.43,143.96,7.40,0.14,0.00
2024-04-15 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.38,0.80,4.51,142.75,7.58,0.05,0.00
2024-04-15 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.11,0.76,4.44,137.69,7.50,0.13,0.00
2024-04-15 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.67,0.73,4.40,129.35,7.61,0.17,0.00
2024-04-15 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.48,0.69,4.65,117.68,8.23,0.01,0.00
2024-04-15 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.92,0.67,5.07,110.64,9.08,0.01,0.00
2024-04-15 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.71,0.67,5.44,110.20,9.32,0.07,0.00
2024-04-15 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.21,0.70,5.41,111.00,9.29,0.10,0.00
2024-04-15 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.59,0.72,5.18,113.22,8.60,0.02,0.00
2024-04-15 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.11,0.81,4.63,118.19,7.41,0.11,0.00
2024-04-15 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.76,0.83,4.09,123.03,6.05,0.25,0.00
2024-04-15 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.12,0.87,3.76,125.36,5.64,0.18,0.00
2024-04-15 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.68,0.89,3.80,129.98,5.21,0.02,0.00
2024-04-15 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.34,0.90,3.71,134.71,5.00,0.13,0.00
2024-04-15 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.98,0.92,3.55,138.07,5.06,0.21,0.00
2024-04-15 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.93,0.92,3.26,141.74,5.02,0.34,0.00
2024-04-15 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.78,0.93,3.19,142.83,4.94,0.44,0.00
2024-04-15 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.18,0.95,3.42,143.58,4.87,0.25,0.00
2024-04-15 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.15,0.95,3.63,143.68,5.46,0.22,0.00
2024-04-15 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.05,0.95,3.60,143.86,5.44,0.06,0.00
2024-04-15 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,24.97,0.96,3.62,142.78,5.48,0.11,0.00
2024-04-15 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.38,0.95,3.34,146.36,5.74,0.57,0.00
2024-04-15 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.34,0.94,3.52,141.77,6.06,0.49,0.00
2024-04-16 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.26,0.89,3.75,139.32,7.12,0.31,0.00
2024-04-16 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.59,0.85,3.98,137.24,7.65,0.20,0.00
2024-04-16 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.86,0.79,3.92,135.31,7.59,0.09,0.00
2024-04-16 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.33,0.76,3.80,128.40,7.39,0.07,0.00
2024-04-16 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.75,0.74,3.92,116.74,7.40,0.02,0.00
2024-04-16 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.83,0.69,4.23,110.94,7.56,0.02,0.00
2024-04-16 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.17,0.69,4.64,106.60,8.08,0.01,0.00
2024-04-16 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.16,0.69,4.83,106.02,8.31,0.17,0.00
2024-04-16 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.67,0.72,5.06,108.91,8.54,0.13,0.00
2024-04-16 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.37,0.74,4.96,114.61,8.32,0.21,0.00
2024-04-16 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.95,0.81,4.71,120.43,7.39,0.35,0.00
2024-04-16 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.58,0.83,4.32,125.18,6.34,0.44,0.00
2024-04-16 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.95,0.87,4.15,130.34,5.70,0.45,0.00
2024-04-16 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.78,0.88,4.07,135.46,5.50,0.27,0.00
2024-04-16 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.60,0.90,3.77,141.33,5.04,0.20,0.00
2024-04-16 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.22,0.91,3.43,146.24,4.76,0.16,0.00
2024-04-16 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.13,0.91,3.14,148.23,4.67,0.07,0.00
2024-04-16 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.85,0.92,2.92,149.38,4.60,0.01,0.00
2024-04-16 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.45,0.94,2.97,149.58,4.55,0.15,0.00
2024-04-16 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.56,0.94,3.25,146.67,4.92,0.08,0.00
2024-04-16 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.43,0.94,3.26,144.12,5.02,0.08,0.00
2024-04-16 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,25.42,0.94,3.37,143.39,5.28,0.06,0.00
2024-04-16 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.15,0.92,3.79,144.95,5.65,0.28,0.00
2024-04-16 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.23,0.92,3.84,149.32,5.82,0.25,0.00
2024-04-17 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.97,0.88,3.90,148.82,5.98,0.16,0.00
2024-04-17 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.37,0.85,4.33,147.08,6.55,0.01,0.00
2024-04-17 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.87,0.79,4.28,146.59,6.75,0.00,0.00
2024-04-17 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.67,0.75,4.02,142.13,7.08,0.00,0.00
2024-04-17 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.21,0.73,4.00,130.25,7.38,0.03,0.00
2024-04-17 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.93,0.69,4.34,118.28,7.83,0.03,0.00
2024-04-17 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.69,0.70,4.99,112.59,8.41,0.08,0.03
2024-04-17 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.39,0.71,5.47,112.54,9.24,0.09,0.00
2024-04-17 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.79,0.74,5.33,114.95,9.44,0.19,0.00
2024-04-17 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.51,0.75,4.95,118.69,8.86,0.24,0.00
2024-04-17 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.65,0.79,4.77,122.07,7.67,0.39,0.10
2024-04-17 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.30,0.79,3.88,130.23,5.71,0.37,0.30
2024-04-17 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.73,0.84,2.85,140.56,3.94,0.17,0.25
2024-04-17 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.56,0.85,3.01,137.59,3.64,0.09,0.00
2024-04-17 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.34,0.86,3.17,140.73,3.93,0.03,0.00
2024-04-17 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.73,0.88,2.77,150.52,3.88,0.00,0.00
2024-04-17 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.96,0.88,2.59,150.75,3.55,0.03,0.00
2024-04-17 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.80,0.90,2.59,148.57,3.62,0.00,0.00
2024-04-17 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.41,0.91,2.51,148.07,3.77,0.00,0.00
2024-04-17 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.26,0.92,2.28,149.32,3.85,0.00,0.00
2024-04-17 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.07,0.92,2.24,152.14,3.92,0.00,0.00
2024-04-17 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.14,0.92,2.53,155.55,4.29,0.00,0.00
2024-04-17 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.43,0.92,2.61,153.85,4.53,0.04,0.00
2024-04-17 23:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.46,0.92,2.50,152.91,4.21,0.13,0.00
2024-04-18 00:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.39,0.88,2.12,158.32,4.26,0.24,0.00
2024-04-18 01:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.85,0.85,1.93,156.73,4.41,0.26,0.00
2024-04-18 02:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.33,0.78,2.10,151.76,5.21,0.33,0.00
2024-04-18 03:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.55,0.77,2.09,142.58,5.90,0.33,0.00
2024-04-18 04:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.73,0.76,2.15,115.14,6.34,0.34,0.00
2024-04-18 05:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.17,0.75,3.05,101.85,7.19,0.32,0.01
2024-04-18 06:00:00,"(16.068, 108.212)",era5,90.12,7.00,30.22,0.75,3.91,106.69,7.51,0.36,0.06
2024-04-18 07:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.99,0.76,4.46,113.95,7.29,0.47,0.39
2024-04-18 08:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.73,0.77,3.93,133.28,6.69,0.48,0.42
2024-04-18 09:00:00,"(16.068, 108.212)",era5,90.12,7.00,29.63,0.78,4.25,134.63,5.98,0.47,0.08
2024-04-18 10:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.35,0.85,4.02,124.14,6.78,0.31,0.00
2024-04-18 11:00:00,"(16.068, 108.212)",era5,90.12,7.00,28.10,0.87,3.69,128.21,5.97,0.32,0.00
2024-04-18 12:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.86,0.89,3.57,141.26,5.57,0.12,0.00
2024-04-18 13:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.94,0.87,3.00,145.32,4.95,0.06,0.00
2024-04-18 14:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.72,0.89,3.05,140.40,4.55,0.05,0.00
2024-04-18 15:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.41,0.90,3.09,143.02,4.58,0.03,0.00
2024-04-18 16:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.36,0.91,3.45,147.39,4.83,0.03,0.00
2024-04-18 17:00:00,"(16.068, 108.212)",era5,90.12,7.00,27.17,0.92,3.44,152.07,4.83,0.05,0.00
2024-04-18 18:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.91,0.92,3.35,153.77,4.79,0.04,0.00
2024-04-18 19:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.97,0.92,3.34,152.21,5.27,0.09,0.00
2024-04-18 20:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.66,0.93,3.15,150.97,5.11,0.04,0.00
2024-04-18 21:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.42,0.94,3.06,149.87,5.09,0.08,0.00
2024-04-18 22:00:00,"(16.068, 108.212)",era5,90.12,7.00,26.83,0.94,3.15,152.27,5.26,0.49,0.00
